Title,netflix_genre,Imdb,Age_ratings,Runtime,Year,Director
Just Say Yes,"Comedy, Romance",4.5,N/A,1h 37min,2021,Aram van de Rest
The Happytime Murders,"Comedy, Crime, Fantasy, Mystery & Thriller, Action & Adventure, Made in Europe",5.4,R,1h 31min,2018,Brian Henson
Purple Hearts,"Drama, Music & Musical, Romance",6.7,N/A,2h 2min,2022,Elizabeth Allen Rosenbaum
Ben & Jody,"Action & Adventure, Drama, Fantasy, Mystery & Thriller",5.3,N/A,1h 54min,2022,Angga Dwimas Sasongko
ReMastered: The Two Killings of Sam Cooke,"Documentary, Music & Musical",7.2,N/A,1h 14min,2019,Kelly Duane de la Vega
Horse Girl,Drama,N/A,R,1h 44min,2020,Jeff Baena
Blackhat,"Mystery & Thriller, Action & Adventure, Crime",5.4,R,2h 15min,2015,Michael Mann
The Trip 6,Comedy,3.2,N/A,1h 37min,2021,Rodrigo Triana
The Meaning of Monty Python,Documentary,N/A,N/A,1h 0min,2013,Albert Sharpe
Miranda Sings Live... Your Welcome,Comedy,5.6,N/A,1h 1min,2019,Marcus Raboy
Home2Home,"Action & Adventure, Documentary, Made in Europe",7.8,N/A,1h 50min,2022,Dennis Kailing
The Falls,Drama,7.0,N/A,2h 9min,2021,Chung Mong-Hong
Mike Birbiglia: My Girlfriend's Boyfriend,"Comedy, Romance, Documentary",8.0,N/A,1h 15min,2013,Seth Barrish
Jim Norton: Mouthful of Shame,Comedy,7.0,N/A,1h 1min,2017,Shannon Hartman
Lead Me Home,Documentary,7.1,N/A,40min,2021,Jon Shenk
Inheritance,"Mystery & Thriller, Drama",5.5,N/A,1h 50min,2020,Vaughn Stein
The Teacher,"Drama, Mystery & Thriller",7.1,N/A,2h 1min,2022,Vivek Thomas Varghese
So My Grandma's a Lesbian!,"Comedy, Made in Europe",4.3,N/A,1h 34min,2020,Ángeles Reiné
Vampire Academy,"Fantasy, Comedy, Action & Adventure, Drama, Horror, Mystery & Thriller",5.4,PG-13,1h 44min,2014,Mark Waters
Tell Me When,"Drama, Romance, Documentary, Comedy",5.7,N/A,1h 36min,2020,Gerardo Gatica
Dragon Quest: Your Story,"Comedy, Kids & Family, Fantasy, Animation, Action & Adventure",6.5,PG,1h 42min,2019,Ryuichi Yagi
Aerials,"Drama, Science-Fiction, Mystery & Thriller",1.5,N/A,1h 30min,2016,S.A. Zaidi
Tony Parker: The Final Shot,"Documentary, Sport",6.8,N/A,1h 38min,2021,Florent Bodin
The Old Ways,"Horror, Mystery & Thriller, Drama, Fantasy",5.4,R,1h 30min,2020,Christopher Alender
Nathicharami,Drama,7.2,N/A,1h 56min,2018,Mansore
Daniel Sosa: Sosafado,Comedy,5.5,N/A,1h 17min,2017,Raúl Campos
Paskal,"Drama, Action & Adventure, War & Military",6.8,N/A,1h 54min,2018,Adrian Teh
Dangerous Liaisons,"Drama, Romance",4.0,N/A,1h 49min,2022,Rachel Suissa
Solo el amor,"Drama, Music & Musical, Romance, Comedy",4.9,N/A,1h 33min,2018,Andy Caballero
Out of My League,"Romance, Comedy, Drama, Made in Europe",6.1,N/A,1h 31min,2020,Alice Filippi
Nikki Glaser: Bangin',Comedy,6.1,N/A,1h 3min,2019,Nicholaus Goossen
The Unforgivable,"Drama, Crime",7.1,R,1h 52min,2021,Nora Fingscheidt
October 1,"Mystery & Thriller, Drama, Crime",6.4,PG-13,2h 29min,2014,Kunle Afolayan
The Square,"Drama, Documentary, History",8.1,N/A,1h 45min,2013,Jehane Noujaim
Bert Kreischer: Hey Big Boy,Comedy,7.0,N/A,1h 2min,2020,Jeff Tomsic
Xtreme,"Fantasy, Action & Adventure, Crime, Drama, Mystery & Thriller",5.8,N/A,1h 51min,2021,Daniel Benmayor
Bright: Samurai Soul,"Fantasy, Animation, Action & Adventure, Mystery & Thriller",5.5,PG-13,1h 20min,2021,Kyohei Ishiguro
Red,Mystery & Thriller,N/A,N/A,2h 26min,2021,Kishore Tirumala
Raat Akeli Hai,"Crime, Mystery & Thriller, Drama",7.3,N/A,2h 29min,2020,N/A
Raangi,Mystery & Thriller,N/A,N/A,2h 1min,2022,M. Saravanan
Jeff Dunham: All Over the Map,Comedy,7.1,PG-13,1h 24min,2014,Rob Dipple
Audrey,"Documentary, History",7.1,PG,1h 40min,2020,Helena Coan
Your Excellency,Comedy,6.7,N/A,2h 0min,2019,Funke Akindele
The Bridge Curse,"Horror, Mystery & Thriller",N/A,N/A,1h 27min,2020,Lester Hsi
Sei,"Drama, Mystery & Thriller, Crime, Action & Adventure",4.2,N/A,2h 8min,2018,Raj Babu
Cinderela Pop,"Comedy, Kids & Family, Music & Musical, Romance",4.6,N/A,1h 34min,2019,Bruno Garotti
Russell Howard: Recalibrate,Comedy,7.4,N/A,1h 9min,2017,Peter Orton
Enissa Amani: Ehrenwort,"Comedy, Made in Europe",5.5,PG,1h 5min,2018,Max Amini
Vir Das: Losing It,Comedy,7.0,PG-13,1h 7min,2018,Marcus Raboy
Disconnect,"Romance, Comedy, Science-Fiction",5.0,N/A,1h 47min,2020,David 'Tosh' Gitonga
Fifty,"Drama, Sport, Romance, Mystery & Thriller",6.1,N/A,1h 41min,2015,Biyi Bandele
Intrusion,"Mystery & Thriller, Drama",5.3,N/A,1h 32min,2021,Adam Salky
The Takedown,"Crime, Drama, Action & Adventure, Comedy",5.7,N/A,1h 59min,2022,Louis Leterrier
The Reason I Jump,"Documentary, Drama",7.4,N/A,1h 22min,2020,Jerry Rothwell
137 Shots,"Crime, Documentary",6.4,R,1h 44min,2021,Michael Milano
The Fable,"Comedy, Crime, Action & Adventure",6.5,N/A,2h 3min,2019,Kan Eguchi
"tick, tick... BOOM!","Drama, Comedy",7.5,PG-13,1h 55min,2021,Lin-Manuel Miranda
Up North,Drama,5.4,N/A,10min,2017,Stefanie Abel Horowitz
Ride or Die,"Mystery & Thriller, Drama, Romance",5.6,R,2h 22min,2021,Ryuichi Hiroki
The Third Party,"Comedy, Romance",6.1,N/A,1h 58min,2016,Jason Paul Laxamana
Bypass Road,"Drama, Mystery & Thriller",5.4,N/A,2h 17min,2019,Naman Nitin Mukesh
Pelé,"Documentary, Sport",7.0,PG-13,1h 48min,2021,David Tryhorn
NiNoKuni,"Romance, Kids & Family, Fantasy, Animation, Action & Adventure",6.1,PG-13,1h 46min,2019,Yoshiyuki Momose
Bankrolled,Comedy,4.1,N/A,1h 37min,2021,Marcos Bucay
The Boys in the Band: Something Personal,Documentary,7.2,N/A,28min,2020,Joel Kazuo Knoernschild
The Scary House,"Mystery & Thriller, Kids & Family, Fantasy, Drama, Horror, Made in Europe",5.4,N/A,1h 40min,2020,Daniel Prochaska
Katt Williams: Great America,Comedy,6.2,N/A,1h 0min,2018,Leslie Small
Edis Starlight,"Documentary, Music & Musical",5.3,N/A,1h 14min,2021,Kürşad  Bayhan
Off Track,"Comedy, Drama",6.1,N/A,1h 49min,2022,Mårten Klingberg
Park Na-rae: Glamour Warning,Comedy,N/A,N/A,1h 2min,2019,Kim Joo-hyung
Two,"Mystery & Thriller, Comedy",N/A,N/A,1h 11min,2021,Mar Targarona
DeRay Davis: How to Act Black,Comedy,6.2,PG,1h 6min,2017,Marcus Raboy
Jonas Brothers Family Roast,Comedy,5.2,N/A,1h 8min,2021,Alex Van Wagner
The Boxtrolls,"Comedy, Kids & Family, Fantasy, Animation",6.8,PG,1h 37min,2014,Graham Annable
The Getaway King,"Drama, Action & Adventure, Comedy, Crime",6.5,N/A,1h 40min,2021,Mateusz Rakowicz
In for a Murder,"Comedy, Mystery & Thriller, Drama, Science-Fiction",5.4,N/A,1h 45min,2021,Piotr Mularuk
Amandla,"Crime, Drama",5.6,N/A,1h 46min,2022,Nerina de Jager
LA Originals,Documentary,7.2,N/A,1h 32min,2020,Estevan Oriol
The Three Deaths of Marisela Escobedo,"Crime, Documentary",8.1,N/A,1h 49min,2020,N/A
To Russia with Love,"Comedy, Romance",4.1,N/A,1h 55min,2022,Veronica Velasco
Thar,"Mystery & Thriller, Drama, Action & Adventure, Crime, Western",6.1,N/A,1h 48min,2022,Raj Singh Chaudhary
Layla M.,"Drama, Made in Europe",6.6,N/A,1h 38min,2016,Mijke de Jong
Piercing,"Mystery & Thriller, Horror",5.5,R,1h 22min,2018,Nicolas Pesce
Bubble,"Animation, Science-Fiction, Drama, Fantasy, Romance, Sport, Mystery & Thriller, Action & Adventure",6.3,PG,1h 41min,2022,Tetsuro Araki
Tea Time,Documentary,7.6,N/A,1h 10min,2015,Maite Alberdi
83,"Drama, History, Sport",7.5,N/A,2h 43min,2021,Kabir Khan
Love Hard,"Comedy, Romance",6.3,N/A,1h 44min,2021,Hernán Jiménez
Valley of the Dead,"Comedy, Action & Adventure, Fantasy, Horror, Mystery & Thriller, War & Military",6.5,R,1h 41min,2022,Alberto de Toro
Payday,Comedy,5.5,N/A,1h 50min,2018,Cheta Chukwu
Last Summer,"Drama, Romance",6.3,N/A,1h 41min,2021,Ozan Açıktan
Christina P: Mother Inferior,Comedy,6.3,N/A,59min,2017,Jay Karas
C/o Kancharapalem,Drama,8.8,PG,2h 32min,2018,Venkatesh Maha
Red Notice,"Comedy, Crime, Mystery & Thriller, Action & Adventure",6.3,PG-13,1h 58min,2021,Rawson Marshall Thurber
A Farewell to Ozark,Documentary,N/A,R,31min,2022,N/A
The Match,"Drama, Made in Europe",N/A,N/A,1h 36min,2020,Francesco Carnesecchi
Heart Shot,Romance,N/A,PG-13,18min,2022,Marielle Woods
Brené Brown: The Call to Courage,"Documentary, Drama",7.7,N/A,1h 16min,2019,Sandra Restrepo
Fire in Paradise,Documentary,N/A,N/A,39min,2019,Zackary Canepari
High Society,"Crime, Drama",5.6,N/A,2h 0min,2018,Byun Hyuk
One,"Mystery & Thriller, Drama",6.5,N/A,2h 31min,2021,Santhosh Viswanath
Leslie Jones: Time Machine,Comedy,N/A,N/A,1h 6min,2020,David Benioff
David,"Drama, Mystery & Thriller, Action & Adventure, Crime, Romance",6.2,PG-13,2h 35min,2013,Bejoy Nambiar
Hantu Kak Limah,"Horror, Comedy, Fantasy",5.7,N/A,1h 51min,2018,Mamat Khalid
Deon Cole: Cole Hearted,Comedy,6.9,N/A,1h 9min,2019,Ryan Polito
Rory Scovel Tries Stand-Up for the First Time,"Comedy, Documentary",6.7,N/A,1h 6min,2017,Scott Moran
Furioza,"Action & Adventure, Crime, Drama",6.3,N/A,2h 19min,2021,Cyprian T. Olencki
The Photographer: Murder in Pinamar,"Documentary, Crime",6.7,N/A,1h 45min,2022,Alejandro Hartmann
Gladbeck: The Hostage Crisis,"Documentary, Crime",7.5,N/A,1h 31min,2022,Volker Heise
Home Team,"Comedy, Sport",6.0,PG,1h 35min,2022,Charles Kinnane
A Classic Horror Story,"Mystery & Thriller, Horror",N/A,N/A,1h 35min,2021,Roberto De Feo
Tune in for Love,"Drama, Romance",7.1,N/A,2h 2min,2019,Jung Ji-woo
Anonymously Yours,"Drama, Romance",5.7,R,1h 41min,2021,N/A
The Set Up,"Drama, Crime",4.2,N/A,1h 45min,2019,Niyi Akinmolayan
Citation,"Drama, Mystery & Thriller",6.1,N/A,2h 31min,2020,Kunle Afolayan
Incarnate,"Mystery & Thriller, Horror",5.3,PG-13,1h 26min,2016,Brad Peyton
Fever Dream,"Mystery & Thriller, Drama, Horror",5.4,R,1h 33min,2021,Claudia Llosa
Baadshaho,"Action & Adventure, Mystery & Thriller",4.9,N/A,2h 16min,2017,Milan Luthria
Dany Boon: Des Hauts-De-France,"Comedy, Made in Europe",6.3,N/A,1h 30min,2018,Dany Boon
Triviaverse,Kids & Family,N/A,G,6min,2022,N/A
Black Beach,"Drama, Mystery & Thriller, Action & Adventure, Fantasy, Crime",5.6,N/A,1h 55min,2020,Esteban Crespo
In Good Hands,"Drama, Comedy, Romance, Kids & Family",5.7,N/A,1h 44min,2022,Ketche
Love Like the Falling Rain,"Drama, Fantasy, Romance",4.7,N/A,1h 26min,2020,Lasja Fauzia Susatyo
This Is the Night,"Drama, Comedy",5.4,R,1h 40min,2021,James DeMonaco
Kedibone,Drama,4.4,N/A,1h 34min,2022,Thomas Gumede
Modest Heroes,"Fantasy, Action & Adventure, Drama, Animation, Kids & Family, Comedy",6.6,PG,54min,2018,Hiromasa Yonebayashi
Photocopier,"Drama, Mystery & Thriller, Crime",6.8,N/A,2h 10min,2021,Wregas Bhanuteja
S Storm,"Mystery & Thriller, Crime, Action & Adventure, Drama",5.2,PG-13,1h 30min,2016,David Lam
Mobile Suit Gundam Hathaway,"Drama, Action & Adventure, Romance, Science-Fiction, Animation",6.6,PG-13,1h 36min,2021,Shuko Murase
No Limit,"Drama, Romance, Sport, Mystery & Thriller",5.8,N/A,1h 59min,2022,David M. Rosenthal
The Ottoman Lieutenant,"War & Military, Romance, Drama",6.4,R,1h 51min,2017,Joseph Ruben
Untold: Malice at the Palace,"Crime, Documentary, Sport",7.5,R,1h 9min,2021,Floyd Russ
Aníkúlápó,"Drama, Fantasy",N/A,R,2h 22min,2022,Kunle Afolayan
Trese After Dark,Documentary,N/A,PG-13,36min,2021,N/A
Okko's Inn,"Fantasy, Drama, Kids & Family, Animation",7.0,PG,1h 34min,2018,Kitarou Kousaka
Dracula Untold,"Horror, Drama, Fantasy, War & Military, Action & Adventure",6.2,PG-13,1h 32min,2014,Gary Shore
Stuck Apart,"Comedy, Drama",6.0,R,1h 36min,2021,Durul Taylan
Jana Gana Mana,"Drama, Mystery & Thriller, Crime",8.3,N/A,2h 42min,2022,Dijo Jose Antony
Army of Thieves,"Crime, Comedy, Science-Fiction, Horror, Action & Adventure, Mystery & Thriller, Romance",6.4,R,2h 7min,2021,Matthias Schweighöfer
The Shadow in My Eye,"Drama, War & Military, History",7.3,N/A,1h 47min,2021,Ole Bornedal
Munich: The Edge of War,"Drama, History, Mystery & Thriller",6.8,PG-13,2h 10min,2022,Christian Schwochow
My Mother's Wound,"Drama, War & Military",7.3,PG-13,1h 20min,2016,Ozan Açıktan
Rising High,"Comedy, Drama",6.0,N/A,1h 34min,2020,Cüneyt Kaya
To All the Boys I've Loved Before,"Romance, Comedy, Drama",7.1,PG-13,1h 40min,2018,Susan Johnson
The Loud House Movie,"Comedy, Fantasy, Action & Adventure, Music & Musical, Kids & Family, Mystery & Thriller, Animation, Drama",6.1,G,1h 23min,2021,Dave Needham
Shéhérazade,"Drama, Mystery & Thriller, Romance, Made in Europe",7.0,N/A,1h 49min,2018,Jean Bernard Marlin
LiVE is Smile Always ~Eve&Birth~,Music & Musical,N/A,N/A,2h 8min,2022,N/A
Kardec,Drama,6.1,N/A,1h 50min,2019,Wagner de Assis
Ronny Chieng: Asian Comedian Destroys America!,Comedy,7.4,N/A,1h 3min,2019,Sebastian DiNatale
A Week Away,"Kids & Family, Drama",5.7,N/A,1h 34min,2021,Roman White
Lady Chatterley's Lover,"Drama, Romance",6.6,R,2h 6min,2022,Laure de Clermont-Tonnerre
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Comedy,7.3,N/A,58min,2019,Brian Klein
Aggretsuko: We Wish You A Metal Christmas,"Animation, Comedy",N/A,N/A,22min,2018,Rareko
The Two Popes,"Comedy, Drama, History",7.6,PG-13,2h 5min,2019,Fernando Meirelles
"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome","Documentary, Music & Musical",N/A,G,2h 0min,2019,N/A
Black Crab,"Science-Fiction, Mystery & Thriller, War & Military, Action & Adventure, Drama",5.7,N/A,1h 54min,2022,Adam Berg
From Stress to Happiness,Documentary,6.3,PG-13,1h 0min,2020,Alejandro De Grazia
Diorama,"Drama, Comedy, Romance",5.3,N/A,1h 40min,2022,Tuva Novotny
The Last Paradiso,"Drama, Romance",5.7,N/A,1h 47min,2021,Rocco Ricciardulli
Senior Year,"Comedy, Drama",5.5,R,1h 52min,2022,Alex Hardcastle
Deliha 2,Comedy,4.7,G,1h 42min,2018,Gupse Özay
First Love,"Romance, Drama",5.9,N/A,2h 2min,2018,Paul Soriano
Indian Horse,"Drama, Sport",7.3,PG-13,1h 36min,2018,Stephen S. Campanelli
The 3rd Eye 2,"Horror, Mystery & Thriller, Drama, Fantasy",5.4,N/A,1h 55min,2019,Rocky Soraya
Larva Pendant,Comedy,N/A,N/A,33min,2022,Young-cheol Joe
Everybody Knows,"Crime, Drama, Mystery & Thriller, Made in Europe",6.9,R,2h 12min,2018,Asghar Farhadi
Catherine Cohen: The Twist...? She's Gorgeous,"Comedy, Music & Musical, Documentary",5.4,N/A,1h 1min,2022,Steven Brill
Umma,"Drama, Horror",4.7,PG-13,1h 23min,2022,Iris K. Shim
Love for Sale 2,"Drama, Romance",7.0,N/A,1h 32min,2019,Andibachtiar Yusuf
Burning Sands,"Drama, Mystery & Thriller, Action & Adventure",6.0,N/A,1h 45min,2017,Gerard McMurray
Stand by Me Doraemon,"Science-Fiction, Kids & Family, Animation, Comedy, Drama",7.3,G,1h 30min,2014,Takashi Yamazaki
Pulang,"Drama, Romance, Action & Adventure",6.7,N/A,2h 0min,2018,Kabir Bhatia
This Is Not a Comedy,"Drama, Comedy",5.1,N/A,1h 45min,2021,Gabriel Nuncio
Guillermo Vilas: Settling the Score,"Documentary, Sport",7.1,N/A,1h 34min,2020,Matías Gueilburt
I Am All Girls,"Mystery & Thriller, Crime, Drama",5.9,N/A,1h 47min,2021,Donovan Marsh
Still Out of My League,"Romance, Comedy, Drama",5.6,N/A,1h 53min,2021,Claudio Norza
Vir Das: For India,Comedy,7.7,N/A,1h 15min,2020,Vir Das
Romeo Akbar Walter,"Mystery & Thriller, Action & Adventure, Drama",6.6,N/A,2h 20min,2019,Robby Grewal
Lady Boss: The Jackie Collins Story,"Documentary, History",6.8,N/A,1h 36min,2021,Laura Fairrie
After Ever Happy,"Drama, Romance",4.5,R,1h 35min,2022,Castille Landon
Si saben cómo me pongo ¿Pa' qué me invitan?,Comedy,4.5,N/A,1h 29min,2018,Fernando Ayllón
Rogue Warfare: Death of a Nation,Action & Adventure,3.3,R,1h 43min,2020,Mike Gunther
Tughlaq Durbar,"Mystery & Thriller, Comedy, Drama",5.3,N/A,2h 25min,2021,Delhi Prasad Deenadayal
Eurovision Song Contest: The Story of Fire Saga,"Comedy, Music & Musical",6.5,PG-13,2h 3min,2020,David Dobkin
Chris Distefano: Speshy Weshy,Comedy,6.4,N/A,36min,2022,Mike Lavin
The Royal Hibiscus Hotel,"Comedy, Romance",5.3,N/A,1h 30min,2018,Ishaya Bako
Fatherhood,"Drama, Comedy",6.6,PG-13,1h 49min,2021,Paul Weitz
Get Me Roger Stone,Documentary,7.3,N/A,1h 41min,2017,Morgan Pehme
Below Zero,"Action & Adventure, Crime, Drama, Horror, Mystery & Thriller",6.2,N/A,1h 46min,2021,Lluís Quílez
Trouble,"Comedy, Animation, Kids & Family, Music & Musical",5.8,N/A,1h 27min,2019,Kevin Johnson
The Devil All the Time,"Drama, Mystery & Thriller, Horror, Crime",7.1,R,2h 18min,2020,Antonio Campos
F.R.E.D.I.,"Science-Fiction, Kids & Family",5.0,N/A,1h 29min,2018,Sean Olson
What are the Odds?,"Drama, Documentary, Music & Musical",5.2,N/A,1h 32min,2019,Fiona Woodman
Don,"Comedy, Drama, Romance, Action & Adventure",6.8,N/A,2h 44min,2022,Cibi Chakaravarthi
The Willoughbys,"Comedy, Fantasy, Animation, Kids & Family, Drama",6.3,PG,1h 32min,2020,Kris Pearn
Bombairiya,"Drama, Comedy, Crime",4.6,N/A,1h 44min,2019,Pia Sukanya
A Monster Calls,"Drama, Fantasy, Mystery & Thriller, Animation, Kids & Family, Made in Europe",7.4,PG-13,1h 48min,2016,Sally Cookson
Extinct,"Comedy, Animation, Kids & Family",5.5,N/A,1h 25min,2021,David Silverman
Blood Red Sky,"Fantasy, Horror, Mystery & Thriller, Action & Adventure, Drama",6.1,N/A,2h 1min,2021,Peter Thorwarth
The Stolen,"Western, Drama, Action & Adventure, Mystery & Thriller",5.3,N/A,1h 38min,2017,Niall Johnson
Deadly Illusions,"Mystery & Thriller, Drama",N/A,R,1h 54min,2021,Anna Elizabeth James
Bigbug,"Comedy, Science-Fiction, Fantasy",5.5,R,1h 51min,2022,Jean-Pierre Jeunet
Mubarakan,"Comedy, Drama, Romance",5.6,PG-13,2h 36min,2017,Anees Bazmee
Riverdance: The Animated Adventure,"Comedy, Kids & Family, Animation, Fantasy, Music & Musical, Action & Adventure",5.5,N/A,1h 26min,2021,Eamonn Butler
Adú,"Drama, Made in Europe",N/A,N/A,1h 59min,2020,Salvador Calvo
Offline: Are You Ready for the Next Level?,"Comedy, Made in Europe",5.1,N/A,1h 27min,2016,Florian Schnell
Kalushi : The Story of Solomon Mahlangu,"Drama, Mystery & Thriller",6.6,N/A,1h 47min,2017,Mandla Dube
Just Short of Perfect,"Comedy, Romance",5.4,N/A,1h 34min,2021,Ale McHaddo
Triumph in the Skies,Drama,4.3,N/A,1h 40min,2015,Wilson Yip
Mimi,"Comedy, Drama",7.9,N/A,2h 12min,2021,Laxman Utekar
Oprah Winfrey Presents: When They See Us Now,Documentary,7.8,N/A,1h 1min,2019,Mark Ritchie
A Family Reunion Christmas,"Comedy, Kids & Family",5.8,N/A,29min,2019,Robbie Countryman
The Trial of the Chicago 7,"Drama, History, Mystery & Thriller",7.7,R,2h 10min,2020,Aaron Sorkin
Persuasion,"Comedy, Drama, Romance",5.8,PG,1h 47min,2022,Carrie Cracknell
Cristela Alonzo: Middle Classy,"Comedy, Documentary",6.9,N/A,1h 0min,2022,Page Hurwitz
New Gods: Nezha Reborn,"Animation, Action & Adventure, Fantasy",6.8,N/A,1h 56min,2021,Zhao Ji
Victoria & Abdul,"Drama, Comedy, History",6.8,PG-13,1h 52min,2017,Stephen Frears
Yara,"Drama, Crime, Mystery & Thriller",6.2,N/A,1h 36min,2021,Marco Tullio Giordana
Mehandi Circus,Drama,7.3,N/A,2h 15min,2019,Raju Saravanan
The Grown-Ups,Documentary,7.7,N/A,1h 22min,2017,Maite Alberdi
Outside In,Drama,6.7,N/A,1h 49min,2018,Lynn Shelton
Carter,"Mystery & Thriller, Action & Adventure",5.1,R,2h 12min,2022,Jung Byung-gil
I'm Thinking of Ending Things,"Drama, Mystery & Thriller",6.6,R,2h 14min,2020,Charlie Kaufman
Angèle,"Music & Musical, Documentary",7.0,R,1h 24min,2021,Brice VDH
Michael Che: Shame the Devil,Comedy,6.5,N/A,58min,2021,Kristian Mercado Figueroa
Prey,"Mystery & Thriller, Drama",4.3,N/A,1h 27min,2021,Thomas Sieben
Michael McIntyre: Showman,Comedy,7.2,N/A,1h 2min,2020,N/A
Passing,"Drama, Mystery & Thriller",6.7,PG-13,1h 38min,2021,Rebecca Hall
Sex: Unzipped,"Comedy, Documentary",3.1,N/A,59min,2021,N/A
Right Here Right Now,"Drama, Music & Musical, Comedy, Made in Europe",5.4,N/A,1h 30min,2018,Jakob Lass
Santana,"Action & Adventure, Crime, Drama",3.9,N/A,1h 46min,2020,Maradona Dias Dos Santos
The Land,"Comedy, Drama",6.2,N/A,1h 43min,2021,Veronica Andersson
Cook Off,"Comedy, Romance",6.0,PG,1h 56min,2017,Tomas L. Brickhill
Malaal,"Action & Adventure, Drama, Romance, Kids & Family",5.9,N/A,2h 16min,2019,Mangesh Hadawale
A Shaun the Sheep Movie: Farmageddon,"Comedy, Fantasy, Science-Fiction, Animation, Kids & Family",6.8,G,1h 27min,2019,Will Becher
Dhamaka,"Mystery & Thriller, Drama, Crime, Action & Adventure",7.1,N/A,1h 44min,2021,Ram Madhvani
Struggle: The Life and Lost Art of Szukalski,"Documentary, Made in Europe",7.9,N/A,1h 44min,2018,Irek Dobrowolski
Carmen Sandiego: To Steal or Not to Steal,"Animation, Action & Adventure, Kids & Family",N/A,N/A,31min,2020,Jos Humphrey
The Magic School Bus Rides Again: Kids in Space,"Animation, Comedy, Kids & Family, Science-Fiction",6.2,N/A,45min,2020,N/A
The River Runner,"Documentary, Action & Adventure",6.9,N/A,1h 26min,2021,Rush Sturges
Wasp Network,"History, Mystery & Thriller, Drama, Crime",5.9,R,2h 8min,2020,Olivier Assayas
Whitney Cummings: Can I Touch It?,Comedy,6.5,N/A,59min,2019,Marcus Raboy
Joel Kim Booster: Psychosexual,"Comedy, Documentary",5.9,N/A,1h 7min,2022,Doron Max Hagay
Interceptor,"Action & Adventure, Mystery & Thriller, Drama",4.6,PG-13,1h 38min,2022,Matthew Reilly
Malibu Rescue: The Next Wave,"Comedy, Kids & Family, Action & Adventure",4.8,N/A,1h 10min,2020,Savage Steve Holland
Hazel Brugger: Tropical,Comedy,6.3,N/A,59min,2020,J. Patrick Arbeiter
"My Brother, My Sister",Drama,6.0,N/A,1h 50min,2021,Roberto Capucci
The Breaker Upperers,Comedy,5.9,N/A,1h 22min,2018,Madeleine Sami
The Champion of Auschwitz,"Drama, History, Sport",6.7,N/A,1h 31min,2021,Maciej Barczewski
Finding ʻOhana,"Comedy, Kids & Family, Action & Adventure",6.1,PG,2h 3min,2021,Jude Weng
In Line,Drama,6.1,N/A,1h 55min,2017,Tope Oshin
Baby Mamas,"Drama, Comedy",6.4,N/A,1h 38min,2018,Stephina Zwane
Mile 22,"Mystery & Thriller, Action & Adventure",6.1,R,1h 35min,2018,Peter Berg
Deep,"Science-Fiction, Drama, Mystery & Thriller",4.9,N/A,1h 41min,2021,Jetarin Ratanaserikiat
MILF,"Comedy, Made in Europe",4.8,N/A,1h 36min,2018,Axelle Laffont
The Package,"Comedy, Drama, Mystery & Thriller",5.6,R,1h 34min,2018,Teodora Ana Mihai
Prince of Peoria: A Christmas Moose Miracle,Comedy,N/A,N/A,29min,2018,Jonathan A. Rosenbaum
Lulli,"Fantasy, Comedy, Romance",4.8,N/A,1h 30min,2021,César Rodrigues
Into the Wind,"Drama, Romance, Sport, Comedy",5.3,N/A,1h 48min,2022,Kristoffer Rus
Eye for an Eye,"Mystery & Thriller, Drama, Action & Adventure, Made in Europe",6.6,N/A,1h 47min,2019,Paco Plaza
No One Gets Out Alive,"Horror, Mystery & Thriller, Drama",5.3,R,1h 25min,2021,Santiago Menghini
Bright,"Mystery & Thriller, Crime, Action & Adventure, Fantasy, Science-Fiction",6.3,R,1h 57min,2017,David Ayer
Nate Bargatze: The Greatest Average American,"Comedy, Documentary",7.3,N/A,1h 1min,2021,Troy Miller
Racionais MC's: From the Streets of São Paulo,"Music & Musical, Documentary",8.2,R,1h 56min,2022,Juliana Vicente
River's Edge,"Crime, Drama",6.2,N/A,1h 58min,2018,Isao Yukisada
Reggie Watts: Spatial,"Comedy, Music & Musical",6.0,N/A,1h 1min,2016,Benjamin Dickinson
Army of the Dead,"Horror, Mystery & Thriller, Science-Fiction, War & Military, Action & Adventure, Crime, Drama",5.7,R,2h 28min,2021,Zack Snyder
Furtive,Mystery & Thriller,5.1,N/A,1h 24min,2020,Francisco D'Eufemia
Mixtape,"Comedy, Kids & Family, Romance, Drama",6.6,N/A,1h 34min,2021,Valerie Weiss
Sanitation Day,Mystery & Thriller,3.2,N/A,1h 44min,2020,Seyi Babatope
A Walk Among the Tombstones,"Mystery & Thriller, Crime, Drama, Action & Adventure",6.5,R,1h 54min,2014,Scott Frank
Killing Hasselhoff,Comedy,4.5,R,1h 20min,2017,Darren Grant
Replicas,"Science-Fiction, Mystery & Thriller, Drama",5.5,PG-13,1h 47min,2018,Jeffrey Nachmanoff
Jane Fonda & Lily Tomlin: Ladies Night Live,"Comedy, Documentary",5.6,PG-13,1h 0min,2022,Ryan Polito
Making The Witcher,Documentary,6.8,PG-13,32min,2020,Nathan Wiley
Pup Star: World Tour,"Comedy, Kids & Family",3.9,G,1h 27min,2018,Robert Vince
Yoo Byung Jae: Too Much Information,Comedy,5.5,N/A,1h 3min,2018,Yoo Byung-jae
